02/23/2019 23:08:57 - 1051	L	512,1,0,0,0,0,0,prt_fild06
02/23/2019 23:08:57 - 1051	L	515,1,0,0,0,0,0,prt_fild06
02/23/2019 23:08:57 - 1051	L	705,1,0,0,0,0,0,prt_fild06
02/23/2019 23:08:57 - 1051	L	949,1,0,0,0,0,0,prt_fild06
02/23/2019 23:08:57 - 1051	L	622,1,0,0,0,0,0,prt_fild06
02/23/2019 23:08:57 - 1051	L	4006,1,0,0,0,0,0,prt_fild06
02/23/2019 23:09:43 - 1002	M	909,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	1202,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	938,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	512,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	713,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	619,-1,prt_fild06
02/23/2019 23:09:43 - 1002	M	4001,-1,prt_fild06
02/23/2019 23:09:48 - 1063	M	705,-1,prt_fild06
02/23/2019 23:09:48 - 1063	M	949,-1,prt_fild06
02/23/2019 23:09:48 - 1063	M	2262,-1,prt_fild06
02/23/2019 23:09:48 - 1063	M	512,-1,prt_fild06
