150013	2000005,5	Perry	4075,166,71	0,0,0	14506,14506,1156,1395	1,1,1,1,1,1	3268,42	0,0,0	0,0,0,0	1,0,0	13,0,0,0,0,0	193,154,178	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,1913,1,2,1,0,0,0,0,0,0 0,1750,20,32768,1,0,0,0,0,0,0 		1,9 43,10 44,10 45,10 46,10 47,9 142,1 147,1 148,1 304,1 305,1 306,1 307,1 308,1 309,5 310,1 311,1 312,1 313,5 315,10 316,1 317,5 318,5 319,10 320,10 321,10 322,10 394,10 395,5 396,1 487,0 488,5 489,0 1010,1 2381,0 2382,1 2383,0 2412,1 2413,1 2414,1 2417,1 2419,3 2420,1 2421,0 2422,5 2423,5 2424,5 2425,2 2426,0 	jobchange_level,50 lastJob,19 jobchange_level2,99 PC_DIE_COUNTER,1 	
150015	2000005,6	Alembert	4013,255,99	72808000,167071930,1200	111314,96785,1931,1931	100,200,99,50,200,142	12,51	0,0,0	102,10000,0,0	1,0,0	25,0,0,0,874,0	193,161,193	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,10,0,0,0,0,0 0,2301,1,0,1,0,0,0,0,0,0 0,13035,1,0,1,10,0,4085,4305,4085,4305 0,13035,1,0,1,10,0,4035,4305,4035,4305 0,2311,1,16,1,0,0,4047,0,0,0 0,4131,1,0,1,0,0,0,0,0,0 0,2424,1,64,1,0,0,4131,0,0,0 0,2528,1,4,1,0,0,4133,0,0,0 0,2658,1,128,1,0,0,4430,0,0,0 0,607,7,0,1,0,0,0,0,0,0 0,12020,16,0,1,0,0,0,0,0,0 0,2311,1,0,1,0,0,4342,0,0,0 0,645,1,0,1,0,0,0,0,0,0 0,13035,1,0,1,10,0,4035,4305,4035,4305 0,603,2,0,1,0,0,0,0,0,0 0,1258,1,0,0,0,0,0,0,0,0 0,504,1,0,1,0,0,0,0,0,0 0,617,4,0,1,0,0,0,0,0,0 0,724,1,0,1,0,0,0,0,0,0 0,4142,1,0,1,0,0,0,0,0,0 0,936,1,0,1,0,0,0,0,0,0 0,608,2,0,1,0,0,0,0,0,0 0,4144,1,0,1,0,0,0,0,0,0 0,4236,1,0,1,0,0,0,0,0,0 0,719,1,0,1,0,0,0,0,0,0 0,750,2,0,1,0,0,0,0,0,0 0,610,1,0,1,0,0,0,0,0,0 0,4305,3,0,1,0,0,0,0,0,0 0,967,3,0,1,0,0,0,0,0,0 0,13035,1,2,1,10,0,4276,4276,4276,4121 0,13035,1,32,1,10,0,4276,4276,4121,4276 0,4276,4,0,1,0,0,0,0,0,0 0,4121,8,0,1,0,0,0,0,0,0 0,25010,1,4096,1,0,0,0,0,0,0 0,1405,1,0,1,0,0,0,0,0,0 0,2609,1,0,0,0,0,0,0,0,0 0,4367,1,0,1,0,0,0,0,0,0 0,4368,1,0,1,0,0,0,0,0,0 0,4366,1,0,1,0,0,0,0,0,0 0,4365,1,0,1,0,0,0,0,0,0 0,720,1,0,1,0,0,0,0,0,0 0,2209,1,0,0,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 0,2678,1,0,1,0,0,0,0,0,0 0,678,4,0,1,0,0,0,0,0,0 		1,9 48,10 49,10 50,8 51,10 52,10 53,1 132,5 133,5 134,5 135,3 136,5 137,0 138,6 139,10 140,0 142,1 149,1 150,1 151,1 152,1 378,5 379,1 406,1 407,1 1003,1 1004,1 	jobchange_level,50 lastJob,12 PC_DIE_COUNTER,5 	
150017	2000005,7	Kawaii	4061,181,60	0,0,0	13128,13128,2202,2293	1,1,1,1,120,1	2939,28	0,0,0	0,0,0,0	1,0,0	0,0,0,0,0,0	193,154,177	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,0,1,0,0,0,0,0,0 		1,9 9,5 10,1 11,7 12,1 13,10 14,5 15,3 16,1 17,5 18,2 19,5 20,5 21,3 80,2 81,3 83,10 84,10 85,10 86,5 87,5 88,5 89,10 90,4 91,2 92,1 93,0 142,1 157,1 364,10 365,1 366,10 400,5 484,1 1006,1 2203,2 2204,5 2205,0 2207,2 2208,0 2211,2 2212,5 2213,0 2214,5 2216,5 2217,1 2222,1 2223,1 2224,1 2229,1 2230,0 2231,0 2232,0 	jobchange_level,50 lastJob,9 jobchange_level2,99 	
150019	2000005,8	Pops	4002,63,43	637480,120294,0	2732,2732,182,182	58,16,20,8,44,10	131,42	0,0,0	0,0,0,0	1,0,0	1,0,0,0,0,0	193,156,191	136,53,111,0,0,0,0,0,0		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,4094,1,0,1,0,0,0,0,0,0 0,4086,1,0,1,0,0,0,0,0,0 		1,9 2,0 4,0 5,0 6,0 142,1 144,1 145,1 146,1 	PC_DIE_COUNTER,2 jobchange_level,50 lastJob,14 	
150006	2000006,0	Zavitad	4015,211,76	48252339,150321101,831593	130669,111026,1876,1876	95,62,228,43,102,2	481,4	0,0,0	0,0,0,0	13,7,0	4,2,139,0,0,0	622,33,275	136,53,111,0,0,0,0,0,0		0,2658,1,8,1,0,0,4430,0,0,0 0,985,1,0,1,0,0,0,0,0,0 0,2406,1,0,0,0,0,0,0,0,0 0,2424,1,64,1,0,0,4381,0,0,0 0,2124,1,32,1,0,0,4058,0,0,0 0,2342,1,0,1,0,0,4302,0,0,0 0,7054,1,0,1,0,0,0,0,0,0 0,5046,1,769,1,0,0,0,0,0,0 0,1405,1,2,1,10,0,4142,4305,4305,4305 0,2315,1,0,0,0,0,0,0,0,0 0,2678,1,128,1,0,0,0,0,0,0 0,2266,1,0,0,0,0,0,0,0,0 0,1116,1,0,0,0,0,0,0,0,0 0,1158,1,0,0,0,0,0,0,0,0 0,1004,1,0,1,0,0,0,0,0,0 0,2528,1,4,1,0,0,4133,0,0,0 0,1701,1,0,0,0,0,0,0,0,0 0,601,2,0,1,0,0,0,0,0,0 0,912,8,0,1,0,0,0,0,0,0 0,1096,5,0,1,0,0,0,0,0,0 0,943,2,0,1,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 0,514,2,0,1,0,0,0,0,0,0 0,507,3,0,1,0,0,0,0,0,0 0,2005,1,0,0,0,0,0,0,0,0 0,913,1,0,1,0,0,0,0,0,0 0,2234,1,0,0,0,0,0,0,0,0 0,2615,1,0,0,0,0,0,0,0,0 0,10006,1,0,0,0,0,0,0,0,0 0,645,1,0,1,0,0,0,0,0,0 0,525,1,0,1,0,0,0,0,0,0 0,2317,1,0,0,0,0,0,0,0,0 0,954,2,0,1,0,0,0,0,0,0 0,733,1,0,1,0,0,0,0,0,0 0,936,1,0,1,0,0,0,0,0,0 0,616,1,0,1,0,0,0,0,0,0 0,7211,1,0,1,0,0,0,0,0,0 0,5053,1,0,0,0,0,0,0,0,0 0,1059,1,0,1,0,0,0,0,0,0 0,984,1,0,1,0,0,0,0,0,0 0,508,1,0,1,0,0,0,0,0,0 0,1620,1,0,0,0,0,0,0,0,0 0,2404,1,0,0,0,0,0,0,0,0 0,5085,1,0,0,0,0,0,0,0,0 0,2102,1,0,0,0,0,0,0,0,0 0,526,1,0,1,0,0,0,0,0,0 0,7345,1,0,1,0,0,0,0,0,0 0,1646,1,0,0,0,0,0,0,0,0 0,712,1,0,1,0,0,0,0,0,0 0,2622,1,0,1,0,0,0,0,0,0 0,2211,1,0,0,0,0,0,0,0,0 0,7033,1,0,1,0,0,0,0,0,0 0,4035,1,0,1,0,0,0,0,0,0 0,607,20,0,1,0,0,0,0,0,0 0,628,1,0,1,0,0,0,0,0,0 0,4314,1,0,1,0,0,0,0,0,0 0,1258,1,0,0,0,0,0,0,0,0 0,517,1,0,1,0,0,0,0,0,0 0,991,1,0,1,0,0,0,0,0,0 0,716,1,0,1,0,0,0,0,0,0 		1,9 2,10 3,0 4,10 5,10 6,5 7,4 8,10 22,0 35,1 55,10 63,1 64,5 142,1 144,1 145,1 146,1 248,10 249,10 250,3 251,3 252,8 253,6 254,4 255,5 257,0 258,0 367,0 368,5 1002,1 	jobchange_level,50 lastJob,14 PC_DIE_COUNTER,42 	
150007	2000006,1	Archer	4062,255,34	86073456,42111223,253598	76266,76282,2303,2303	162,115,105,74,255,1	194,1	0,0,0	101,10000,0,0	13,3,4	11,0,51,0,0,0	136,61,103	136,53,111,0,0,0,0,0,0		0,611,99,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,607,99,0,1,0,0,0,0,0,0 0,1750,4835,32768,1,0,0,0,0,0,0 0,985,1,0,1,0,0,0,0,0,0 0,1702,1,34,1,10,0,4142,4305,4305,4305 0,2264,1,769,1,0,0,0,0,0,0 0,2617,1,128,1,0,0,0,0,0,0 0,517,1,0,1,0,0,0,0,0,0 0,962,1,0,1,0,0,0,0,0,0 		1,9 43,10 44,10 45,10 46,10 47,9 115,1 116,5 117,5 118,5 119,1 120,2 121,5 122,4 123,5 124,1 125,1 126,10 127,1 128,10 129,5 130,4 131,5 142,1 147,1 148,1 380,8 381,5 382,5 383,10 1009,1 2233,2 2235,0 2236,5 2238,0 2240,1 2241,3 2242,1 2243,5 2244,5 2245,10 2246,0 2248,0 	jobchange_level,50 PC_DIE_COUNTER,10 lastJob,11 jobchange_level2,99 	
150009	2000006,2	Mayonesa	4010,113,58	144593700,15881322,0	240,6165,2312,2760	20,1,15,101,123,1	0,0	0,0,0	0,0,0,0	13,7,0	10,0,212,0,0,0	136,46,110	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,645,1,0,1,0,0,0,0,0,0 0,507,1,0,1,0,0,0,0,0,0 0,5141,1,256,1,0,0,4403,0,0,0 0,1602,1,2,1,10,0,0,0,0,0 0,1301,1,0,0,0,0,0,0,0,0 0,756,1,0,1,0,0,0,0,0,0 0,1361,1,0,0,0,0,0,0,0,0 0,941,1,0,1,0,0,0,0,0,0 0,568,2,0,1,0,0,0,0,0,0 0,516,1,0,1,0,0,0,0,0,0 0,1361,1,0,0,0,0,0,0,0,0 0,1005,1,0,1,0,0,0,0,0,0 0,1301,1,0,0,0,0,0,0,0,0 0,7054,2,0,1,0,0,0,0,0,0 0,1116,1,0,0,0,0,0,0,0,0 0,2315,1,0,0,0,0,0,0,0,0 0,2266,1,0,0,0,0,0,0,0,0 		1,9 9,9 10,1 11,7 12,1 13,10 14,5 15,1 16,1 17,5 18,1 19,4 20,4 21,1 80,6 81,0 84,5 85,10 86,0 87,0 89,10 90,5 91,5 92,0 93,0 142,1 157,1 364,0 365,0 366,10 400,5 1006,1 	jobchange_level,50 lastJob,9 PC_DIE_COUNTER,13 	
150012	2000006,3	Agua	4065,125,50	36274394,11809085,940	15333,17021,726,726	104,40,41,10,84,1	523,23	0,0,0	0,0,0,0	13,2,0	25,0,250,0,0,0	136,53,111	136,53,111,0,0,0,0,0,0		0,1201,1,32,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,938,1,0,1,0,0,0,0,0,0 0,578,1,0,1,0,0,0,0,0,0 0,13035,1,2,1,0,0,0,0,0,0 0,7447,1,0,1,0,0,0,0,0,0 0,1036,1,0,1,0,0,0,0,0,0 0,678,14,0,1,0,0,0,0,0,0 0,5122,1,256,1,0,0,0,0,0,0 		1,9 48,10 49,10 50,8 51,10 52,10 53,1 132,5 133,5 134,10 135,10 136,10 137,5 138,10 139,10 140,5 141,5 142,1 149,1 150,1 151,1 152,1 376,5 378,5 379,2 406,10 407,1 1003,1 1004,1 2021,0 2022,5 2023,5 2024,0 2028,5 2029,0 2030,0 2033,5 2034,1 2035,5 2036,0 	jobchange_level,50 lastJob,12 PC_DIE_COUNTER,10 jobchange_level2,99 	
150014	2000006,4	Dino	25,200,70	1393289,488839,885500	2,32914,1896,2173	85,53,102,104,109,1	1757,0	0,0,0	0,0,0,0	13,7,0	22,0,0,0,0,0	136,53,111	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,1116,1,0,1,0,0,0,0,0,0 0,1104,1,0,1,0,0,0,0,0,0 0,1119,1,0,1,0,0,0,0,0,0 0,1129,1,0,1,0,0,0,0,0,0 0,13301,1,34,1,0,0,0,0,0,0 		1,9 142,1 522,7 523,0 527,5 528,5 529,1 530,5 533,10 534,1 537,5 538,7 539,1 540,5 541,5 542,1 543,1 544,10 	PC_DIE_COUNTER,1 	
150022	2000006,5	maus	4013,97,64	147182077,51724202,0	5676,10352,501,501	111,60,36,1,32,1	38,32	0,0,0	103,0,0,0	13,0,0	25,0,0,0,874,0	193,156,191	136,53,111,0,0,0,0,0,0		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,512,1,0,1,0,0,0,0,0,0 0,515,1,0,1,0,0,0,0,0,0 0,25010,1,4096,1,0,0,0,0,0,0 0,5046,1,0,0,0,0,0,0,0,0 0,7014,1,0,1,0,0,0,0,0,0 0,2609,1,0,0,0,0,0,0,0,0 0,1708,1,0,0,0,0,0,0,0,0 0,1045,1,0,1,0,0,0,0,0,0 0,1614,1,0,0,0,0,0,0,0,0 0,13035,1,32,1,10,0,4142,0,0,0 0,13035,1,2,1,10,0,0,0,0,0 0,678,15,0,1,0,0,0,0,0,0 0,2626,1,0,0,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 0,1105,1,0,0,0,0,0,0,0,0 		1,9 48,10 49,10 50,10 51,8 52,10 53,1 132,5 133,5 134,0 135,0 138,5 139,10 140,0 142,1 149,1 150,1 151,1 152,1 378,5 407,1 1003,1 1004,1 	PC_DIE_COUNTER,10 jobchange_level,50 lastJob,12 	
